5000,2,0.2286,31.7,0.00372371,118.267
1250,4,0.2286,71.3,0.00400603,131.718
1600,4,0.2286,71.3,0.00400603,129.468
6300,4,0.2286,71.3,0.00400603,118.618
8000,4,0.2286,71.3,0.00400603,112.848
400,4,0.2286,39.6,0.00473801,123.879
1000,4,0.2286,39.6,0.00473801,129.969
1250,4,0.2286,39.6,0.00473801,128.339
800,4,0.2286,31.7,0.00509068,130.869
1000,4,0.2286,31.7,0.00509068,129.869
1250,4,0.2286,31.7,0.00509068,128.119
10000,5.3,0.2286,71.3,0.0051942,111.350
2000,5.3,0.2286,39.6,0.00614329,117.911
2500,5.3,0.2286,39.6,0.00614329,116.151
4000,5.3,0.2286,39.6,0.00614329,115.801
200,7.3,0.2286,71.3,0.0104404,138.758
250,7.3,0.2286,71.3,0.0104404,139.918
315,7.3,0.2286,71.3,0.0104404,139.808
315,7.3,0.2286,55.5,0.0111706,136.284
500,7.3,0.2286,55.5,0.0111706,133.174
1000,7.3,0.2286,55.5,0.0111706,125.194
1250,7.3,0.2286,55.5,0.0111706,125.724
250,7.3,0.2286,39.6,0.0123481,131.889
2000,7.3,0.2286,39.6,0.0123481,117.809
2500,7.3,0.2286,39.6,0.0123481,116.559
630,7.3,0.2286,31.7,0.0132672,126.189
1000,0,0.1524,71.3,0.0015988,127.307
6300,0,0.1524,71.3,0.0015988,125.427
8000,0,0.1524,71.3,0.0015988,122.527
2500,0,0.1524,55.5,0.00172668,127.763
500,0,0.1524,39.6,0.00193287,119.513
500,0,0.1524,31.7,0.00209405,121.617
4000,0,0.1524,31.7,0.00209405,123.807
6300,0,0.1524,31.7,0.00209405,119.737
8000,2.7,0.1524,39.6,0.00294804,116.659
630,5.4,0.1524,71.3,0.00401199,128.971
1600,5.4,0.1524,71.3,0.00401199,133.241
2500,5.4,0.1524,71.3,0.00401199,127.591
800,5.4,0.1524,55.5,0.00433288,133.097
1000,5.4,0.1524,55.5,0.00433288,132.127
1600,5.4,0.1524,55.5,0.00433288,130.567
2500,5.4,0.1524,55.5,0.00433288,124.077
5000,5.4,0.1524,55.5,0.00433288,118.757
6300,5.4,0.1524,55.5,0.00433288,117.287
800,5.4,0.1524,39.6,0.00485029,132.757
500,7.2,0.1524,39.6,0.00909175,132.658
800,7.2,0.1524,39.6,0.00909175,132.358
1000,7.2,0.1524,39.6,0.00909175,128.338
1250,7.2,0.1524,39.6,0.00909175,122.428
200,9.9,0.1524,71.3,0.0193001,134.319
315,9.9,0.1524,71.3,0.0193001,135.459
5000,9.9,0.1524,71.3,0.0193001,114.569
200,9.9,0.1524,55.5,0.0208438,131.955
500,9.9,0.1524,55.5,0.0208438,127.815
630,9.9,0.1524,55.5,0.0208438,127.315
800,9.9,0.1524,55.5,0.0208438,126.565
250,9.9,0.1524,39.6,0.0233328,128.335
630,9.9,0.1524,39.6,0.0233328,126.465
2500,9.9,0.1524,39.6,0.0233328,116.295
5000,9.9,0.1524,39.6,0.0233328,111.135
315,9.9,0.1524,31.7,0.0252785,128.809
500,9.9,0.1524,31.7,0.0252785,127.179
2500,9.9,0.1524,31.7,0.0252785,114.729
5000,9.9,0.1524,31.7,0.0252785,109.949
6300,9.9,0.1524,31.7,0.0252785,108.689
200,12.6,0.1524,71.3,0.0483159,128.354
400,12.6,0.1524,71.3,0.0483159,127.094
500,12.6,0.1524,71.3,0.0483159,121.664
1250,12.6,0.1524,71.3,0.0483159,120.154
1600,12.6,0.1524,71.3,0.0483159,120.534
800,0,0.0508,71.3,0.000740478,130.960
1600,0,0.0508,71.3,0.000740478,129.680
4000,0,0.0508,71.3,0.000740478,134.430
5000,0,0.0508,71.3,0.000740478,134.430
6300,0,0.0508,55.5,0.00076193,132.796
8000,0,0.0508,55.5,0.00076193,130.156
12500,0,0.0508,55.5,0.00076193,125.376
2500,0,0.0508,39.6,0.000791822,134.938
4000,0,0.0508,39.6,0.000791822,135.308
6300,0,0.0508,39.6,0.000791822,131.918
8000,0,0.0508,39.6,0.000791822,128.518
800,0,0.0508,31.7,0.000812164,122.790
1250,0,0.0508,31.7,0.000812164,129.270
12500,0,0.0508,31.7,0.000812164,119.070
1600,8.4,0.0508,71.3,0.00529514,133.846
5000,8.4,0.0508,71.3,0.00529514,121.146
630,8.4,0.0508,55.5,0.00544854,126.152
5000,8.4,0.0508,55.5,0.00544854,115.812
800,8.4,0.0508,39.6,0.00566229,128.435
4000,8.4,0.0508,39.6,0.00566229,118.955
400,8.4,0.0508,31.7,0.00580776,120.076
500,8.4,0.0508,31.7,0.00580776,122.966
630,8.4,0.0508,31.7,0.00580776,125.856
500,11.2,0.0508,71.3,0.014072,130.311
1600,11.2,0.0508,71.3,0.014072,135.191
2500,11.2,0.0508,71.3,0.014072,130.541
3150,11.2,0.0508,71.3,0.014072,127.141
630,11.2,0.0508,39.6,0.0150478,133.130
3150,11.2,0.0508,39.6,0.0150478,119.670
400,15.4,0.0508,71.3,0.0264269,126.805
1600,15.4,0.0508,71.3,0.0264269,130.065
2500,15.4,0.0508,71.3,0.0264269,127.625
4000,15.4,0.0508,71.3,0.0264269,122.675
315,15.4,0.0508,55.5,0.0271925,125.390
500,15.4,0.0508,55.5,0.0271925,127.220
1000,15.4,0.0508,55.5,0.0271925,130.400
1600,15.4,0.0508,55.5,0.0271925,128.200
2500,15.4,0.0508,55.5,0.0271925,125.630
250,15.4,0.0508,39.6,0.0282593,122.893
400,15.4,0.0508,39.6,0.0282593,125.353
500,15.4,0.0508,39.6,0.0282593,125.963
630,15.4,0.0508,39.6,0.0282593,127.443
1000,15.4,0.0508,39.6,0.0282593,127.893
6300,15.4,0.0508,39.6,0.0282593,109.663
250,15.4,0.0508,31.7,0.0289853,121.225
800,15.4,0.0508,31.7,0.0289853,125.555
200,19.7,0.0508,71.3,0.0341183,118.005
250,19.7,0.0508,39.6,0.036484,127.224
630,19.7,0.0508,39.6,0.036484,120.324
2500,0,0.0254,71.3,0.000400682,133.707
6300,0,0.0254,71.3,0.000400682,134.987
8000,0,0.0254,71.3,0.000400682,129.867
16000,0,0.0254,71.3,0.000400682,130.477
2500,0,0.0254,39.6,0.000428464,131.836
3150,0,0.0254,39.6,0.000428464,133.276
12500,0,0.0254,39.6,0.000428464,129.116
1250,0,0.0254,31.7,0.000439472,127.947
5000,0,0.0254,31.7,0.000439472,138.607
2500,4.8,0.0254,55.5,0.000873218,129.144
16000,4.8,0.0254,55.5,0.000873218,124.394
500,4.8,0.0254,39.6,0.000907475,116.366
630,4.8,0.0254,39.6,0.000907475,118.696
1250,4.8,0.0254,39.6,0.000907475,125.026
5000,4.8,0.0254,39.6,0.000907475,135.426
800,4.8,0.0254,31.7,0.000930789,122.648
1000,4.8,0.0254,31.7,0.000930789,125.348
2000,4.8,0.0254,31.7,0.000930789,130.148
6300,4.8,0.0254,31.7,0.000930789,132.898
2500,9.5,0.0254,71.3,0.00420654,135.956
3150,9.5,0.0254,71.3,0.00420654,136.166
630,9.5,0.0254,39.6,0.00449821,126.514
2500,9.5,0.0254,39.6,0.00449821,131.234
200,9.5,0.0254,31.7,0.00461377,119.146
250,9.5,0.0254,31.7,0.00461377,120.136
400,9.5,0.0254,31.7,0.00461377,124.756
630,9.5,0.0254,31.7,0.00461377,129.006
1250,9.5,0.0254,31.7,0.00461377,131.446
1600,9.5,0.0254,31.7,0.00461377,131.036
6300,9.5,0.0254,31.7,0.00461377,120.726
250,12.7,0.0254,71.3,0.0121808,119.698
315,12.7,0.0254,39.6,0.0130253,123.537
1000,12.7,0.0254,39.6,0.0130253,130.947
1250,12.7,0.0254,39.6,0.0130253,130.777
1600,12.7,0.0254,39.6,0.0130253,129.977
2500,12.7,0.0254,39.6,0.0130253,129.027
4000,12.7,0.0254,39.6,0.0130253,126.537
6300,12.7,0.0254,39.6,0.0130253,123.177
250,17.4,0.0254,55.5,0.0165706,110.491
315,17.4,0.0254,55.5,0.0165706,111.911
1250,17.4,0.0254,55.5,0.0165706,129.301
3150,17.4,0.0254,55.5,0.0165706,124.101
630,17.4,0.0254,39.6,0.0172206,124.514
2500,17.4,0.0254,39.6,0.0172206,124.154
3150,17.4,0.0254,39.6,0.0172206,123.564
4000,17.4,0.0254,39.6,0.0172206,122.724
2500,17.4,0.0254,31.7,0.0176631,124.166
4000,17.4,0.0254,31.7,0.0176631,121.996
800,22.2,0.0254,71.3,0.0214178,123.227
6300,22.2,0.0254,71.3,0.0214178,123.127
250,22.2,0.0254,39.6,0.0229028,117.386
1600,22.2,0.0254,39.6,0.0229028,122.216
2000,22.2,0.0254,39.6,0.0229028,121.256
4000,22.2,0.0254,39.6,0.0229028,119.646
5000,22.2,0.0254,39.6,0.0229028,118.816
630,0,0.1016,71.3,0.00121072,124.155
5000,0,0.1016,71.3,0.00121072,130.795
8000,0,0.1016,71.3,0.00121072,125.465
630,0,0.1016,55.5,0.00131983,126.170
800,0,0.1016,55.5,0.00131983,127.920
6300,0,0.1016,55.5,0.00131983,127.730
630,0,0.1016,39.6,0.00146332,125.401
8000,0,0.1016,39.6,0.00146332,122.341
800,0,0.1016,31.7,0.00150092,129.053
3150,0,0.1016,31.7,0.00150092,129.973
4000,0,0.1016,31.7,0.00150092,126.933
1250,3.3,0.1016,71.3,0.00202822,132.304
5000,3.3,0.1016,71.3,0.00202822,127.054
1600,3.3,0.1016,55.5,0.002211,133.649
10000,3.3,0.1016,55.5,0.002211,115.659
630,3.3,0.1016,39.6,0.00245138,127.251
1250,3.3,0.1016,39.6,0.00245138,133.211
2500,3.3,0.1016,39.6,0.00245138,130.791
8000,3.3,0.1016,39.6,0.00245138,118.091
1000,3.3,0.1016,31.7,0.00251435,133.012
1600,3.3,0.1016,31.7,0.00251435,133.402
2500,3.3,0.1016,31.7,0.00251435,130.392
6300,3.3,0.1016,31.7,0.00251435,120.702
630,6.7,0.1016,71.3,0.00478288,131.448
1600,6.7,0.1016,71.3,0.00478288,136.678
1600,6.7,0.1016,55.5,0.0052139,133.653
1250,6.7,0.1016,31.7,0.00592927,129.256
1600,6.7,0.1016,31.7,0.00592927,124.346
2000,6.7,0.1016,31.7,0.00592927,120.446
315,8.9,0.1016,71.3,0.0103088,136.583
3150,8.9,0.1016,71.3,0.0103088,123.263
6300,8.9,0.1016,71.3,0.0103088,117.253
315,8.9,0.1016,39.6,0.0124596,135.380
1250,8.9,0.1016,39.6,0.0124596,127.710
315,12.3,0.1016,71.3,0.0337792,137.068
3150,12.3,0.1016,71.3,0.0337792,120.798
500,12.3,0.1016,55.5,0.0368233,133.774
500,12.3,0.1016,39.6,0.0408268,122.205
2500,12.3,0.1016,39.6,0.0408268,113.315
500,12.3,0.1016,31.7,0.0418756,118.667
4000,12.3,0.1016,31.7,0.0418756,108.407
315,15.6,0.1016,71.3,0.0437259,133.808
400,15.6,0.1016,71.3,0.0437259,134.058
500,15.6,0.1016,71.3,0.0437259,130.638
800,15.6,0.1016,71.3,0.0437259,124.188
2000,15.6,0.1016,71.3,0.0437259,119.888
250,15.6,0.1016,39.6,0.0528487,124.644
400,15.6,0.1016,39.6,0.0528487,120.484
630,15.6,0.1016,39.6,0.0528487,118.084
2000,15.6,0.1016,39.6,0.0528487,110.894
